open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1577125800000,7434.47881431,7437.18929569,7431.48929569,7432.31429569,0,1577125859999,0,60,0,0,0
1577125860000,7432.12747751,7433.20656842,7426.47472340,7428.65563249,0,1577125919999,0,60,0,0,0
1577125920000,7428.56835976,7428.59426885,7420.11108703,7422.04472340,0,1577125979999,0,60,0,0,0
1577125980000,7422.25290522,7423.55926885,7421.16426885,7421.73245067,0,1577126039999,0,60,0,0,0
1577126040000,7421.97290522,7422.77154158,7419.80245067,7420.39245067,0,1577126099999,0,60,0,0,0
1577126100000,7420.69745067,7422.11381431,7420.11926885,7421.36199612,0,1577126159999,0,60,0,0,0
1577126160000,7421.49199612,7425.73245067,7420.49063249,7424.56654158,0,1577126219999,0,60,0,0,0
1577126220000,7424.59245067,7433.22017794,7424.59245067,7433.10972340,0,1577126279999,0,60,0,0,0
1577126280000,7433.32699612,7447.17454545,7432.80881431,7445.43727273,0,1577126339999,0,60,0,0,0
1577126340000,7445.35318182,7446.12318182,7441.46272727,7445.90636364,0,1577126399999,0,60,0,0,0
1577126400000,7445.68363636,7453.45952552,7445.68363636,7451.02316189,0,1577126459999,0,60,0,0,0
1577126460000,7450.32907098,7458.36317136,7449.56543461,7453.01875066,0,1577126519999,0,60,0,0,0
1577126520000,7452.88647794,7453.02147794,7439.60056884,7440.15602339,0,1577126579999,0,60,0,0,0
1577126580000,7438.41965975,7441.02465975,7427.77330241,7430.49193877,0,1577126639999,0,60,0,0,0
1577126640000,7432.16830241,7432.16830241,7423.88512059,7427.12218418,0,1577126699999,0,60,0,0,0
1577126700000,7427.04445690,7437.11309327,7426.24127509,7437.04491145,0,1577126759999,0,60,0,0,0
1577126760000,7436.59627509,7437.23718418,7425.49900236,7426.81400236,0,1577126819999,0,60,0,0,0
1577126820000,7426.79309327,7433.09445690,7426.15127509,7430.68263872,0,1577126879999,0,60,0,0,0
1577126880000,7429.34582054,7431.91218418,7428.75900236,7428.77718418,0,1577126939999,0,60,0,0,0
1577126940000,7428.83672963,7428.83672963,7422.60809327,7422.62627509,0,1577126999999,0,60,0,0,0
1577127000000,7422.50036600,7424.01536600,7419.75036600,7419.75036600,0,1577127059999,0,60,0,0,0
1577127060000,7419.66718418,7419.76263872,7412.53672963,7414.79536600,0,1577127119999,0,60,0,0,0
1577127120000,7414.71536600,7416.68555991,7407.84874172,7407.84874172,0,1577127179999,0,60,0,0,0
1577127180000,7407.39010536,7410.08136364,7401.82363636,7402.40136364,0,1577127239999,0,60,0,0,0
1577127240000,7402.40954545,7407.82090909,7402.40954545,7403.07772727,0,1577127299999,0,60,0,0,0
1577127300000,7403.71818182,7404.22272727,7396.85454545,7396.85454545,0,1577127359999,0,60,0,0,0
1577127360000,7396.78363636,7402.93500000,7396.78363636,7401.34863636,0,1577127419999,0,60,0,0,0
1577127420000,7400.64681818,7401.65636364,7395.98954545,7396.13954545,0,1577127479999,0,60,0,0,0
1577127480000,7395.83045455,7399.29181818,7394.68045455,7397.07500000,0,1577127539999,0,60,0,0,0
1577127540000,7396.57772727,7397.15045455,7394.53545455,7395.17318182,0,1577127599999,0,60,0,0,0
1577127600000,7395.07363636,7395.13272727,7384.53500000,7392.92000000,0,1577127659999,0,60,0,0,0
1577127660000,7394.20000000,7404.60272730,7393.55590909,7404.60272730,0,1577127719999,0,60,0,0,0
1577127720000,7404.90590912,7407.57409094,7403.73818185,7406.33136366,0,1577127779999,0,60,0,0,0
1577127780000,7406.74818185,7407.80000003,7402.50194534,7406.76160259,0,1577127839999,0,60,0,0,0
1577127840000,7407.01387532,7411.70069350,7407.01387532,7409.83387532,0,1577127899999,0,60,0,0,0
1577127900000,7409.39751168,7415.73523896,7407.88751168,7408.76660259,0,1577127959999,0,60,0,0,0
1577127960000,7408.61932987,7409.81114805,7407.94887532,7408.57478441,0,1577128019999,0,60,0,0,0
1577128020000,7408.34069350,7412.30296623,7407.55978441,7411.77205714,0,1577128079999,0,60,0,0,0
1577128080000,7413.10114805,7418.00478441,7413.10114805,7417.67751168,0,1577128139999,0,60,0,0,0
1577128140000,7417.97614805,7420.45796623,7416.69660259,7418.51160259,0,1577128199999,0,60,0,0,0
1577128200000,7417.81614805,7418.66614805,7416.57478441,7417.15726955,0,1577128259999,0,60,0,0,0
1577128260000,7417.16181501,7417.70681501,7413.94454228,7413.94454228,0,1577128319999,0,60,0,0,0
1577128320000,7413.80681501,7413.85817864,7404.18628676,7405.03083221,0,1577128379999,0,60,0,0,0
1577128380000,7405.03492312,7405.03492312,7398.46401403,7400.33719585,0,1577128439999,0,60,0,0,0
1577128440000,7400.54174130,7403.39219585,7398.77174130,7402.79219585,0,1577128499999,0,60,0,0,0
1577128500000,7402.65128676,7403.64719585,7399.90674130,7403.32492312,0,1577128559999,0,60,0,0,0
1577128560000,7403.66355948,7406.93128676,7402.82628676,7406.93128676,0,1577128619999,0,60,0,0,0
1577128620000,7407.07037767,7408.85265039,7403.69037767,7403.69037767,0,1577128679999,0,60,0,0,0
1577128680000,7403.36719585,7404.03537767,7400.92037767,7401.05265039,0,1577128739999,0,60,0,0,0
1577128740000,7400.36992312,7401.19901403,7398.60595736,7400.57732100,0,1577128799999,0,60,0,0,0
1577128800000,7400.66732100,7400.83959373,7398.91232100,7398.91232100,0,1577128859999,0,60,0,0,0
1577128860000,7399.46232100,7400.38777555,7399.20504827,7399.20504827,0,1577128919999,0,60,0,0,0
1577128920000,7399.70095736,7402.02913918,7399.13823009,7401.19959373,0,1577128979999,0,60,0,0,0
1577128980000,7401.06141191,7404.07050282,7400.00550282,7403.31595736,0,1577129039999,0,60,0,0,0
1577129040000,7403.37595736,7407.36136364,7402.99004827,7406.95090909,0,1577129099999,0,60,0,0,0
1577129100000,7406.95227273,7413.58954545,7406.81090909,7413.58954545,0,1577129159999,0,60,0,0,0
1577129160000,7413.88500000,7419.97504981,7413.88500000,7417.45232254,0,1577129219999,0,60,0,0,0
1577129220000,7416.45686799,7418.47414072,7415.98459526,7416.78550435,0,1577129279999,0,60,0,0,0
1577129280000,7416.80550435,7421.79777708,7416.09823163,7419.56959526,0,1577129339999,0,60,0,0,0
1577129340000,7419.98550435,7420.31504981,7416.41686799,7416.43050435,0,1577129399999,0,60,0,0,0
1577129400000,7416.41641344,7416.52141344,7415.59959526,7415.83323163,0,1577129459999,0,60,0,0,0
1577129460000,7416.15323163,7416.15323163,7411.62323163,7412.31686799,0,1577129519999,0,60,0,0,0
1577129520000,7412.16959526,7412.22550435,7410.35550435,7410.35550435,0,1577129579999,0,60,0,0,0
1577129580000,7410.39095890,7415.18275228,7406.71732254,7413.07366137,0,1577129639999,0,60,0,0,0
1577129640000,7413.07366137,7414.33957046,7411.95547955,7414.30093410,0,1577129699999,0,60,0,0,0
1577129700000,7414.27729773,7419.12811231,7414.27729773,7419.12811231,0,1577129759999,0,60,0,0,0
1577129760000,7419.28220322,7419.80083958,7417.53493049,7417.53493049,0,1577129819999,0,60,0,0,0
1577129820000,7417.19038504,7431.30313666,7416.73038504,7427.46450030,0,1577129879999,0,60,0,0,0
1577129880000,7426.12631848,7431.89745531,7423.26404575,7431.89745531,0,1577129939999,0,60,0,0,0
1577129940000,7432.01109167,7432.94790985,7426.74563713,7427.99609167,0,1577129999999,0,60,0,0,0
1577130000000,7428.06154622,7432.17336440,7427.67972804,7430.45609167,0,1577130059999,0,60,0,0,0
1577130060000,7430.25700076,7431.80227273,7429.11409091,7429.59954545,0,1577130119999,0,60,0,0,0
1577130120000,7428.91318182,7430.73545455,7428.74681818,7429.06045455,0,1577130179999,0,60,0,0,0
1577130180000,7428.63409091,7430.13681818,7427.61363636,7428.40454545,0,1577130239999,0,60,0,0,0
1577130240000,7428.30909091,7429.90409091,7427.69545455,7429.90409091,0,1577130299999,0,60,0,0,0
1577130300000,7430.44500000,7431.23642672,7430.04636364,7431.23642672,0,1577130359999,0,60,0,0,0
1577130360000,7431.22369945,7431.35551763,7430.48006308,7431.01097217,0,1577130419999,0,60,0,0,0
1577130420000,7430.94415399,7431.00188127,7428.40006608,7428.80552063,0,1577130479999,0,60,0,0,0
1577130480000,7428.31779336,7428.31779336,7426.62142972,7426.67370245,0,1577130539999,0,60,0,0,0
1577130540000,7426.68006608,7430.16824790,7426.38142972,7429.64359725,0,1577130599999,0,60,0,0,0
1577130600000,7429.23132452,7429.80132452,7428.05723361,7428.13905180,0,1577130659999,0,60,0,0,0
1577130660000,7428.07586998,7428.83859725,7428.02996089,7428.82496089,0,1577130719999,0,60,0,0,0
1577130720000,7428.56632452,7429.80177907,7428.56632452,7429.15359725,0,1577130779999,0,60,0,0,0
1577130780000,7429.13996089,7429.52314270,7427.19041543,7427.86496089,0,1577130839999,0,60,0,0,0
1577130840000,7428.01632452,7428.82996089,7426.61723361,7428.26905180,0,1577130899999,0,60,0,0,0
1577130900000,7428.32768816,7429.42223361,7427.35086998,7429.42223361,0,1577130959999,0,60,0,0,0
1577130960000,7429.56041543,7429.78268816,7428.57359725,7429.29996089,0,1577131019999,0,60,0,0,0
1577131020000,7429.67905180,7429.75359725,7429.28677907,7429.72268816,0,1577131079999,0,60,0,0,0
